KEY	영어	한국어	중국어(간체)
FXRenameVC:specialCharacter	Special characters\n (\\, /, :, *, ?, \, “, <, >, and |)\ncannot be used.	특수문자\n (\\ / : * ? \ “ < > |)는\n사용할 수  없습니다.	不能使用特殊符号\n (\\ / : * ? \ “ < > |)
FXRenameVC:specialCharacterForWebDav	Special characters\n (\\, /, ., :, *, ?, \, “, <, >, and |)\ncannot be used.	특수문자\n (\\ / . : * ? \ “ < > |)는\n사용할 수  없습니다.	不能使用特殊符号\n (\\ / . : * ? \ “ < > |)
FXRenameVC:wrongName	\%@\" name cannot be used."	\%@\"이름은\n사용할 수 없습니다."	不能使用 \%@\" 名称！"
FXRenameVC:dotFileName	Cannot use a file name \n that begins with \.\"."	\.\"으로 시작하는 파일명을\n사용할 수 없습니다."	不能使用以 \.\" 开始的文件名！"
FXRenameVC:dotFolderName	Cannot use a folder name \n that begins with \.\"."	\.\"으로 시작하는 폴더명을\n사용할 수 없습니다."	不能使用以 \.\" 开始的文件夹名！"
FXRenameVC:maxLength	Cannot input the name due to exceeding maximum length.	이름이 너무 길어 입력할 수 없습니다.	名字过长，无法输入！
FXRenameVC:textCount	%d/%d	%d/%d	%d/%d
FXRenameVC:emptyText	No input value.	입력된 값이 없습니다.	没有输入的值！
FXRenameVC:WrongRequest	Invalid request.(%d)	잘못된 요청입니다.(%d)	错误的请求！(%d)
FXRenameVC:alertNotAddress	Incorrect server address.	Incorrect server address.	错误的服务器地址！
FXRenameVC:alertNetworkError	Please check your network status,\nand then try it again.	네트워크 확인 후\n다시 시도해 주세요.	请确认网络后，重试！
FXRenameVC:alertNetworkDisconnected	You are not connected to a network. Please check your internet \n connection or Wi-Fi setting.	네트워크 연결이 꺼져 있습니다.\n셀룰러 데이터 또는 Wi-Fi 연결 후\n사용해 주세요.	网络连接已断开！\n请在连接蜂窝移动数据或 Wi-Fi 后使用。
FXRenameVC:unknownError	Please sync My Documents and try again.	내문서 동기화 후 다시 시도해 주세요.	请同步我的文档后重试！
			
FXHomeVC:mailOpenAlert	A file is being edited\nin Polaris Office. Do you want to open the attachment\nwithout saving the file first?	문서 편집중입니다. 저장하지 않고\n새로운 문서를 여시겠습니까?	正在编辑文档，要放弃当前编辑的文档，而打开新文档吗？
FXHomeVC:mailOpenPop	Please close the pop-up window and try again.	팝업을 닫고 다시 시도해 주세요.	请关闭弹出框后重试！
FXHomeVC:mailOpenSlideShow	Finish slide show and try again.	슬라이드 쇼 종료 후 다시 시도해 주세요.	请结束幻灯片播放后重试！
FXHomeVC:mailOpenMailSend	Finish sending mail and try again.	메일 보내기 종료 후 다시 시도해 주세요.	请结束邮件发送后重试！
FXHomeVC:mailOpenCloudLogin	Finish logging out of cloud storage and try again.	스토리지 로그인 종료 후 다시 시도해 주세요.	请结束云盘登录后重试！
FXHomeVC:UnsupportFile	This file format is not supported.	지원하지 않는 파일 형식입니다.	不支持的文件格式！
FXHomeVC:Recovery Title	Auto Recovery	자동 복구	自动恢复
FXHomeVC:Recovery Contents	has been auto-recovered. Do you want to open the document?	자동 복구되었습니다. 해당 문서를 열어 보시겠습니까?	已自动恢复！要打开确认吗？
FXHomeVC:Delete	Delete	삭제	删除
FXHomeVC:Open	Open	열기	打开
FXHomeVC:Save	Save	저장	保存
FXHomeVC:Recovery	Recover	복구	恢复
FXHomeVC:screenConnect	The screen has been connected.	화면을 연결하였습니다.	已连接画面！
FXHomeVC:screenDisconnect	The screen has been disconnected.	화면이 해제되었습니다.	画面连接已断开！
FXHomeVC:invalidTask	You do not have permission to view the document.	해당 문서에 접근 권한이 없습니다.	没有权限访问相应文件！
FXHomeVC:bbibbo	Server is undergoing maintenance .\nPlease try again in a few minutes.	서버 점검중에 있습니다.\n잠시후 다시 시도해 주세요.	正在检查服务器，请稍候重试！
FXHomeVC:btnShowAgain	Do not show again	다시 보지 않기	不再显示
FXHomeVC:btnConfirm	Confirm	확인	确认
FXHomeVC:btnNoti	Notice	공지사항	公告
FXHomeVC:lblReview	Review Polaris Office’s word, spreadsheet, or presentation functions! Let us know how we’re doing!	Polaris Office의 리뷰를 남겨주세요!\n여러분의 소중한 의견은 Polaris\nOffice에 많은 도움이 됩니다.	请提出您对 Polaris Office 的宝贵意见！
FXHomeVC:btnReview	Write a Review	리뷰 남기기	撰写评论
FXHomeVC:btnCancel	Close	닫기	关闭
FXHomeVC:InvalidShareFormat	This file format is not support.	지원하지 않는 형식입니다.	不支持的文件格式
FXHomeVC:LinkError	The network is busy.\nPlease try it again later.	네트워크 상태가 원활하지 않습니다.\n잠시 후 다시 시도해 주세요.	网络状态不稳定，请稍后再试
FXHomeVC:premiumDesAboutRecent	Document opened from 'My Document' will also appear in 'Recent Document' menu.	내 문서 외 다른 저장소에 있는 문서는 최근 문서에 표시되지 않습니다.	我的文档'中已经打开过的文档，也会显示在'最近使用的文档'列表中。
FXHomeVC:chargelevel_coupon	Congratulations.\n\n%d months Premium Service coupon has been registered.\nExperience new Polaris Office available at iOS, Android, and desktop now!	축하합니다.\n\n프리미엄 서비스 %d개월 무료 이용권이 등록되었습니다.\niOS, Android 뿐만 아니라 PC에서도 이용 가능한 새로워진 Polaris Office 서비스를 지금 바로 경험해보세요!	祝贺您！\n\n高级账户服务 %d个月免费试用券已被登记。\n您现在就可以在 iOS、Android 设备，甚至在您的计算机上体验 Polaris Office 崭新的服务。
FXHomeVC:chargelevel_other_title	Thank You	감사합니다	感谢您升级到高级账户
FXHomeVC:chargelevel_other	You can now use Premium Service.\nExperience Polaris Office Premium service with more space from various devices.	지금부터 Premium 서비스를\n이용하실 수 있습니다.\n더욱 많은 용량으로 다양한 기기에서 \n Polaris Office Premium 서비스를\n맘껏 이용해 보세요.	现在开始您可以使用高级账户服务。\n您可以在更多存储空间和更多同步设备上尽情享用 Polaris Office 高级账户服务。
FXTabBrowserVC:PosTitle	Polaris Office Sync	Polaris Office Sync	Polaris Office Sync
FXTabBrowserVC:PosDesc	You can download Polaris Office Sync for  PCs to sync to other devices. Download Now!	Desktop용 Polaris Office Sync를 통해 동기화된 문서를 확인 할 수 있습니다. 지금 바로 다운로드 받으세요!	在计算机上使用 Polaris Office Sync 查看已同步的文档。马上下载试试吧！
FXHomeVC:PosBtn1	Polaris Office Sync Download	Polaris Office Sync 다운로드	下载 Polaris Office Sync
FXHomeVC:PosBtn2	View Later	나중에 다시 보기	下次再提示
FXHomeVC:PosBtn3	Do not show again	다시 보지 않기	不再显示
FXHomeVC:PosTitleThanks	Thank You!	감사합니다!	谢谢!
FXHomeVC:PosDescThanks	Thank you for installing Polaris Office Sync. As a thank you, we want give you an additional 300 MB of Polaris Office storage. Please rate us in the app stores!	Desktop 용 Polaris Office Sync를 설치해 주셔서 감사합니다. 감사의 뜻으로 300MB의 보너스 용량을 지급하였습니다. 기분 좋은 느낌을 리뷰로 남겨주세요!	感谢您使用 Polaris Office Sync。给您赠送 300MB 存储空间，以表达我们的谢意。请对我们撰写评论吧！
FXHomeVC:PosBtnReview	Write a Review	리뷰 달기	撰写评论
FXHomeVC:PosBtnClose	Close	닫기	关闭
FXHomeVC:UpgradeReward	Thank you for upgrading your account! You may now use premium features, such as additional storage, more devices you can connect and sync, and etc. Please rate us on App Store!	계정 업그레이드를 해주셔서 감사합니다. 추가 용량, 기기 추가 등 다양한 기능을 경험하실 수 있습니다. 기분 좋은 느낌을 리뷰로 남겨주세요!	感谢您升级到高级账户！现在您可以使用更多存储空间，在更多设备上进行同步。请您对我们撰写评论吧！
FXHomeVC:InviteJoinReward	Thank you for completing registration via invitation. As an appreciation, we'll give you an additional storage of 100MB! Please rate us on App Store!	초대를 통해 가입해 주셔서 감사합니다. 감사의 뜻으로 100MB의 보너스 용량이 지금되었습니다. 기분 좋은 느낌을 리뷰로 남겨주세요!	感谢您接受邀请并成为我们的会员！给您提供100MB奖励存储空间，以表达我们的谢意。请您对我们撰写评论吧！
FXHomeVC:InviterReward	Thank you for inviting a new user. As an appreciation, we'll give you an additional storage of 100MB! Please rate us on App Store!	초대를 통해 가입해 주셔서 감사합니다. 감사의 뜻으로 100MB의 보너스 용량이 지금되었습니다. 기분 좋은 느낌을 리뷰로 남겨주세요!	感谢您邀请新会员！给您提供100MB奖励存储空间，以表达我们的谢意。请您对我们撰写评论吧！
			
FXBrowserGuideVC:lblExplain	Move to the upper folder	상위 폴더로 이동됩니다.	将移动到上级文件夹
FXBrowserGuideVC:AgaingNotShow	Do not show again	다시 보지 않기	不再显示
FXBrowserGuideVC:Close	Close	닫기	关闭
			
FXInfoThumbVC:errorExtractDrive	Extracting the file is not supported.	해당 스토리지는 전체 압축해제를\n지원하지 않습니다.	相应云盘不支持全部解压！
			
UTextField:Cancel	Cancel	취소	取消
			
FXChangeDeviceVC:lblTitle.manage	Manage linked devices	연동 기기 관리	管理已连接设备
FXChangeDeviceVC:lblTitle.disconnect	Disconnect linked devices	연동 기기 해제	解除设备连接
FXChangeDeviceVC:btnDone	Done	완료	完成
FXChangeDeviceVC:btnPremium	Upgrade account	계정 업그레이드	升级账户
FXChangeDeviceVC:btnDisconnect	Disconnect linked devices	연동 기기 해제	解除设备连接
FXChangeDeviceVC:lblDescription	Upgrade your account to \nadd more devices or clear a device from your device list.	계정을 업그레이드하여 연동 기기를 \n추가하거나, 디바이스 관리를 눌러 \n다른 기기를 정리해 주세요.	请升级账户增加要连接的设备数量，或点击设备管理，对已连接设备进行整理。
FXChangeDeviceVC:lastAccessTime	Last Connection : %@	마지막 접속: %@	上次访问时间：%@
FXChangeDeviceVC:lastAccessTime.dateformat	yyyy/MM/dd HH:mm	yyyy/MM/dd HH:mm	yyyy/MM/dd HH:mm
FXChangeDeviceVC:disconnectDevice	Disconnecting the selected device:\n'[%@]'\nDo you want to continue?	선택한 ['%@']\n기기의 연결을 해제합니다.\n계속할까요?	将要解除已选中的 [%@] 连接，要继续吗？
FXChangeDeviceVC:disconnectDeviceFail	Fail to disconnect device	디바이스 연결 해제에 실패하였습니다.	设备连接解除失败！
			
FXCapacityAlertVC:lblExceed	Your storage is full.	용량이 초과되었습니다.	已超过容量！
FXCapacityAlertVC:lblLowCapacity	%.1fMB storage capacity is remaining	저장 용량이 %.1fMB 남았습니다.	剩余存储容量为 %.1fMB！
FXCapacityAlertVC:lblOverStorage	Premium service period has expired. Saved documents will be deleted on %@ because you've exceeded the maximum storage limit as a free subscriber.	프리미엄 서비스 기간이 만료되었습니다. 용량이 초과되어 %@에 저장된 문서가 초기화 됩니다.	高级账户期限已到期，由于已经超过容量，保存到 %@ 的文件将被初始化。
FXCapacityAlertVC:lblExpirePremium	Premium service period has expired. Upgrade your account if you wish to use Premium Service.	프리미엄 서비스 기간이 만료되었습니다. 프리미엄 서비스 사용을 원하시면 업그레이드를 해주세요.	高级账户服务已到期。如需继续使用，请对您的账户进行升级！
FXCapacityAlertVC:btnUpgrade	Upgrade account	계정 업그레이드	升级账户
FXCapacityAlertVC:lblExtend	Cannot synchronize. detail	동기화를 할 수 없습니다.  자세히 보기	无法进行同步！查看详情
FXCapacityAlertVC:btnMoreStorage	Get More Storage	더 많은 용량 얻기	获得更多容量
FXCapacityAlertVC:lblUnverified	Please complete the e-mail authentication process.	이메일 인증을 해주세요.	请完成电子邮箱认证！
FXCapacityAlertVC:lblUnverifiedFull	Please complete the e-mail verification to start using our service.	원활한 서비스 이용을 위해 이메일 인증을 해주세요.	请完成电子邮箱认证，已确保整单使用业务。
FXCapacityAlertVC:lblUnverifieInvitedFull	Please complete the e-mail verification and earn 100MB bonus space.	인증 메일을 확인해 주세요. 이메일 인증을 완료하시면 100MB의 보너스 용량이 제공됩니다.	完成邮箱地址的认证，即可获得 100MB 奖励空间。重发邮件
FXCapacityAlertVC:btnEmailValidate	Verify	인증하기	认证
FXCapacityAlertVC:sendValidateEmail	A verification e-mail has been sent.	이메일 인증을 위한 메일을 발송하였습니다.	已发送电子邮箱认证邮件！
FXCapacityAlertVC:btnPasswordSetup	Set Password	비밀번호 설정	设置密码
FXCapacityAlertVC:lblPasswordSetup	Please set a password	비밀번호를 설정해 주세요	请设置密码
FXCapacityAlertVC:lblPasswordSetupFull	This account does not have a password. Please set the password to login online and on your other devices.	계정에 비밀번호가 설정되어 있지 않습니다. 다른 기기와 Web에서도 로그인할 수 있도록 비밀번호를 설정해 주세요.	您的账户尚未设置密码。请设置密码，以便在其他设备或网站也能进行登录。
			
FXCloudBoxVC:cellGoogle	Google Drive	Google Drive	Google Drive
FXCloudBoxVC:cellBoxnet	Box.net	Box.net	Box.net
FXCloudBoxVC:cellDropbox	Dropbox	Dropbox	Dropbox
FXCloudBoxVC:cellWebDAV	WebDAV	WebDAV	WebDAV
FXCloudBoxVC:cellSugarSync	Sugar Sync	Sugar Sync	Sugar Sync
FXCloudBoxVC:cellUcloud	ucloud	ucloud	ucloud
FXCloudBoxVC:cellSkyDrive	OneDrive	OneDrive	OneDrive
FXCloudBoxVC:cellHuddle	Huddle	Huddle	Huddle
FXCloudBoxVC:cellDocomo	Docomo	Docomo	Docomo
FXCloudBoxVC:Error_ONZIP	Zip file error.	압축 파일 오류	压缩文件错误！
FXCloudBoxVC:Error_DoubleZIP	Compressing a file within a compressed file is not supported.	압축 파일안의 압축파일은 지원하지 않습니다.	不支持压缩文件内的压缩文件！
FXCloudBoxVC:alertAuthenticationError	The e-mail address/password\nis not valid. Please enter again.	유효하지 않은 이메일 또는\n비밀번호입니다. 다시 시도해 주세요.	无效的电子邮箱地址或密码！请重试！
FXCloudBoxVC:alertDuple	The account %@ already exists.	%@' 계정이 존재합니다.	\%@\" 账户已存在！"
